cable_id,sld_schema,cbl_type,label,from,calc_lengt,splice_id,to,backhaul,sp1_type,sp1_label,sp2_type,sp2_label,stru_label,enc_type,placement,sc_type,coords_from,coords_to,reel_end
199,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;2;1;1;,12,GAL/A238/12F,GAL/A237,78,238,GAL/A238,2,SP4A,GAL/A238/A202/6,,NULL,277362,2,1,ODP2,POINT(520847 723685.8),POINT(520863.2 723743.77),2
225,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;,96,GAL/A240/96F,GAL/A234,434,240,GAL/A240,1,,NULL,,NULL,GAL/A/EIR/CH403,4,2,JOINT,POINT(520624.74 722650.82),POINT(520213.85 722741.15),2
65,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;1;,12,GAL/A241/12F,GAL/A240,393,241,GAL/A241,2,SP4A,GAL/A241/A202/7,,NULL,2539291,2,1,ODP2,POINT(520213.85 722741.15),POINT(520282.96 723103.74),2
66,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;,96,GAL/A248/96F,GAL/A240,806,248,GAL/A248,1,SP8A,GAL/A248/A204,,NULL,GAL/A/EIR/CH112,1,2,ODP1,POINT(520213.85 722741.15),POINT(519421.7 722747.61),2
227,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;1;,24,GAL/A242/24F,GAL/A248,677,242,GAL/A242,2,SP8A,GAL/A242/A203,,NULL,2539325,1,1,ODP1,POINT(519421.7 722747.61),POINT(519278.13 723380.8),2
18,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;1;1;,12,GAL/A243/12F,GAL/A242,691,243,GAL/A243,2,SP4A,GAL/A243/A203/1,,NULL,N1000046,2,1,ODP2,POINT(519278.13 723380.8),POINT(518876.5 723559.38),2
228,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;1;1;1;,12,GAL/A244/12F,GAL/A243,1366,244,GAL/A244,2,SP4A,GAL/A244/A203/2,,NULL,1694079,2,1,ODP2,POINT(518876.5 723559.38),POINT(519693.83 724362.46),2
201,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;1;1;1;1;,12,GAL/A245/12F,GAL/A244,475,245,GAL/A245,2,SP4A,GAL/A245/A203/3,,NULL,241320,2,1,ODP2,POINT(519693.83 724362.46),POINT(519520.44 724745.31),2
253,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;1;1;1;1;1;,12,GAL/A246/12F,GAL/A245,227,246,GAL/A246,2,SP4A,GAL/A246/A203/4,,NULL,921615,2,1,ODP2,POINT(519520.44 724745.31),POINT(519604.69 724922.18),2
202,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;1;1;1;1;1;1;,12,GAL/A247/12F,GAL/A246,168,247,GAL/A247,2,SP4A,GAL/A247/A203/5,,NULL,921619,2,1,ODP2,POINT(519604.69 724922.18),POINT(519753.85 724926.03),2
67,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;,96,GAL/A249/96F,GAL/A248,271,249,GAL/A249,1,SP4A,GAL/A249/A204/1,,NULL,GAL/A/EIR/CH130,2,2,ODP2,POINT(519421.7 722747.61),POINT(519157.28 722774.14),2
68,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;,12,GAL/A251/12F,GAL/A249,96,251,GAL/A251,2,,NULL,,NULL,GAL/A/EIR/CH394,4,2,JOINT,POINT(519157.28 722774.14),POINT(519199.5 722838.93),2
213,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;1;,12,GAL/A252/12F,GAL/A251,57,252,GAL/A252,2,SP4A,GAL/A252/A204/3,,NULL,GAL/A/EIR/CH507,2,2,ODP2,POINT(519199.5 722838.93),POINT(519211.58 722889.45),2
216,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;1;1;,12,GAL/A253/12F,GAL/A252,69,253,GAL/A253,2,SP4A,GAL/A253/A204/4,,NULL,GAL/A/EIR/CH483,2,2,ODP2,POINT(519211.58 722889.45),POINT(519193.48 722950.08),2
215,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;1;1;1;,12,GAL/A254/12F,GAL/A253,40,254,GAL/A254,2,SP4A,GAL/A254/A204/5,,NULL,GAL/A/EIR/CH108,2,2,ODP2,POINT(519193.48 722950.08),POINT(519200.18 722983.82),2
214,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;1;1;1;1;,12,GAL/A255/12F,GAL/A254,33,255,GAL/A255,2,SP4A,GAL/A255/A204/6,,NULL,GAL/A/EIR/CH456,2,2,ODP2,POINT(519200.18 722983.82),POINT(519213.11 723008.64),2
254,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;2;,12,GAL/A250/12F,GAL/A251,74,250,GAL/A250,2,SP4A,GAL/A250/A204/2,SP4A,GAL/A250/A204/8,N1000039,2,1,ODP2,POINT(519199.5 722838.93),POINT(519256.01 722850.52),2
203,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;,96,GAL/A257/96F,GAL/A249,133,257,GAL/A257,1,SP8A,GAL/A257/A205,SP4B,GAL/A257/A205/7,GAL/A/EIR/CH383,5,2,ODP1+ODP2,POINT(519157.28 722774.14),POINT(519030.76 722792.31),2
210,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;1;,12,GAL/A258/12F,GAL/A257,196,258,GAL/A258,2,SP4A,GAL/A258/A205/1,,NULL,1695665,2,1,ODP2,POINT(519030.76 722792.31),POINT(519081.16 722955.48),2
19,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;1;1;,12,GAL/A259/12F,GAL/A258,67,259,GAL/A259,2,SP4A,GAL/A259/A205/2,,NULL,1695664,2,1,ODP2,POINT(519081.16 722955.48),POINT(519093.81 723001.99),2
212,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;1;1;1;,12,GAL/A260/12F,GAL/A259,65,260,GAL/A260,2,SP4A,GAL/A260/A205/3,,NULL,1437135,2,1,ODP2,POINT(519093.81 723001.99),POINT(519100.53 723048.08),2
211,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;1;1;1;1;,12,GAL/A261/12F,GAL/A260,57,261,GAL/A261,2,SP4A,GAL/A261/A205/4,,NULL,1437134,2,1,ODP2,POINT(519100.53 723048.08),POINT(519112.27 723087.26),2
204,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;,96,GAL/A262/96F,GAL/A257,96,262,GAL/A262,1,SP4A,GAL/A262/A205/5,,NULL,GAL/A/EIR/CH348,2,2,ODP2,POINT(519030.76 722792.31),POINT(518940.33 722801.71),2
206,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;,96,GAL/A263/96F,GAL/A262,90,263,GAL/A263,1,SP4A,GAL/A263/A205/6,,NULL,GAL/A/EIR/CH397,2,2,ODP2,POINT(518940.33 722801.71),POINT(518855.18 722806.68),2
205,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;,96,GAL/A264/96F,GAL/A263,36,264,GAL/A264,1,SP8A,GAL/A264/A206,SP4B,GAL/A264/A206/7,GAL/A/EIR/CH389,5,2,ODP1+ODP2,POINT(518855.18 722806.68),POINT(518824.12 722807.04),2
69,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;,12,GAL/A266/12F,GAL/A264,85,266,GAL/A266,2,SP4A,GAL/A266/A206/2,,NULL,GAL/A/EIR/CH546,2,2,ODP2,POINT(518824.12 722807.04),POINT(518818.84 722726.98),2
70,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;,12,GAL/A267/12F,GAL/A266,79,267,GAL/A267,2,SP4A,GAL/A267/A206/3,,NULL,GAL/A/EIR/CH353,2,2,ODP2,POINT(518818.84 722726.98),POINT(518874.47 722677.89),2
208,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;1;,12,GAL/A269/12F,GAL/A267,51,269,GAL/A269,2,SP4A,GAL/A269/A206/5,,NULL,GAL/A/EIR/CH374,2,2,ODP2,POINT(518874.47 722677.89),POINT(518882.75 722632.4),2
71,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;2;,12,GAL/A268/12F,GAL/A267,53,268,GAL/A268,2,SP4A,GAL/A268/A206/4,,NULL,GAL/A/EIR/CH186,2,2,ODP2,POINT(518874.47 722677.89),POINT(518919.61 722694.26),2
207,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;2;,12,GAL/A270/12F,GAL/A266,148,270,GAL/A270,2,SP4A,GAL/A270/A206/6,,NULL,GAL/A/EIR/CH123,2,2,ODP2,POINT(518818.84 722726.98),POINT(518827.61 722587.26),2
209,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;2;,12,GAL/A265/12F,GAL/A264,197,265,GAL/A265,2,SP4A,GAL/A265/A206/1,,NULL,189278,2,1,ODP2,POINT(518824.12 722807.04),POINT(518741.8 722904.41),2
